"Label","English"
"STR_3E_29C"," つかえなかった\"
"STR_3E_2AB"," チッフ゜か゛"
"STR_3E_2BC"," つかえるように\"
"STR_3E_2CB"," なったそ゛!"
"STR_3E_2DC"," さらに うえには\"
"STR_3E_2EC"," Sきゅうハッカ-という"
"STR_3E_302"," ランクもあるそ゛!"
"STR_3E_316"," か゛んは゛って\"
"STR_3E_325"," くれたまえ!」"
"STR_3E_35B","ちちおや\"
"STR_3E_366","「[bvm_7f]"
"STR_3E_372"," よくか゛んは゛ったな!"
"STR_3E_388"," これからも\"
"STR_3E_395"," りっは゜ににんむを"
"STR_3E_3A9"," はたしてくれ!」"
"STR_3F_3B","ユイ\"
"STR_3F_44","「んもう、"
"STR_3F_53"," いったい\"
"STR_3F_5F"," と゛こへいってたのよ?"
"STR_3F_75"," [bvm_7f]くんか゛\"
"STR_3F_82"," いないあいた゛に"
"STR_3F_95"," カ゛-テ゛ィアンか゛\"
"STR_3F_A7"," やってきて、"
"STR_3F_B8"," し゛けんをかいけつ\"
"STR_3F_C9"," しちゃったわよ」"
"STR_3F_F1","ユイのハ゜ハ゜\"
"STR_3F_FF","「やあ。"
"STR_3F_10D"," おかけ゛て゛\"
"STR_3F_11B"," ユイのおへ゛んとうにも"
"STR_3F_131"," ありつけることか゛\"
"STR_3F_142"," て゛きたし、"
"STR_3F_153"," し゛けんは、\"
"STR_3F_161"," かいけつしたし、"
"STR_3F_174"," ハッヒ゜-な\"
"STR_3F_182"," きふ゛んた゛よ」"
"STR_3F_1AA","こうして、\"
"STR_3F_1B6","[bvm_7f]のかつやくにより"
"STR_3F_1C9","なのはなタウンには、\"
"STR_3F_1DA","ふたたひ゛"
"STR_3F_1E9","へいわな ひひ゛か゛\"
"STR_3F_1FA","おとす゛れたのて゛した。"
"STR_40_2E","「ついに このときか゛\"
"STR_40_40"," きたようた゛な・・・」"
"STR_40_6B","「はッ!\"
"STR_40_7A"," カ゛-テ゛ィアンの\"
"STR_40_8B"," やつらか゛"
"STR_40_9B"," ロッシュら かんふ゛に"
"STR_40_AD"," かまっているスキに"
"STR_40_C1"," カ゛-テ゛ィアンほんふ゛"
"STR_40_D4"," しゅうけ゛きの"
"STR_40_E6"," し゛ゅんひ゛か゛\"
"STR_40_F6"," ととのいました」"
"STR_40_11E","「カ゛ハハハハ!"
"STR_40_130"," ロッシュら かんふ゛の"
"STR_40_142"," れんちゅうなと゛"
"STR_40_155"," ワシら してんのうに\"
"STR_40_167"," くらへ゛れは゛"
"STR_40_179"," あかこ゛\"
"STR_40_185"," と゛うせ゛ん!」"
"STR_40_1AD","「そうそう"
"STR_40_1BC"," あんな\"
"STR_40_1C7"," すてこ゛まハッカ-に"
"STR_40_1DC"," ふりまわされてる\"
"STR_40_1EC"," カ゛-テ゛ィアンなんて"
"STR_40_202"," たかか゛\"
"STR_40_20E"," しれてるわね」"
"STR_40_235","「ウェルテ゛ハイト゛の\"
"STR_40_247"," しんの ちからを"
"STR_40_25A"," ワイら\"
"STR_40_265"," してんのうか゛"
"STR_40_277"," カ゛-テ゛ィアンに\"
"STR_40_288"," おもいしらせたるわい!」"
"STR_40_2B4","「さあ、\"
"STR_40_2BF"," してんのうたちよ!"
"STR_40_2D3"," いまいましい\"
"STR_40_2E1"," カ゛-テ゛ィアンの"
"STR_40_2F5"," れんちゅうを\"
"STR_40_303"," せんめつさせるのた゛!"
"STR_40_319"," いまこそ、わか゛\"
"STR_40_329"," ウェルテ゛ハイト゛の"
"STR_40_33E"," えいこうのとき!"
"STR_40_351"," その\"
"STR_40_35B"," カウントタ゛ウンは"
"STR_40_36F"," はし゛まったのた゛!」"
"STR_41_74","ははおや\"
"STR_41_7F","「[bvm_7f]\"
"STR_41_8C"," [bvm_7f]\"
"STR_41_95"," おきなさい!!」"
"STR_41_C0","ははおや\"
"STR_41_CB","「なのはなタウンか゛"
"STR_41_DF"," たいへんなことに\"
"STR_41_EF"," なっているわ!"
"STR_41_101"," て゛んわも\"
"STR_41_10E"," つうし゛ないし、"
"STR_41_121"," メ-ルもうてないの"
"STR_41_135"," テレヒ゛も\"
"STR_41_142"," て゛んしレンシ゛も"
"STR_41_156"," とまってしまったの"
"STR_41_16A"," おまけにおとうさんも\"
"STR_41_17C"," れんらくか゛とれないし"
"STR_41_192"," と゛うすれは゛\"
"STR_41_1A1"," いいの?」"
"STR_42_2E","とくめいの\"
"STR_42_3A","メ-ルをし゛ゅしんしました。"
"STR_42_6E","「やあ、はし゛めまして\"
"STR_42_80"," [bvm_7f]くん"
"STR_42_95"," わたしは、\"
"STR_42_A2"," ウェルテ゛ハイト゛の"
"STR_42_B7"," そうすい\"
"STR_42_C3"," カ゛ルテ゛ンた゛」"
"STR_42_D7","カ゛ルテ゛ン\"
"STR_42_E4","「これまて゛の"
"STR_42_F5"," きみの かつやく\"
"STR_42_105"," たいへん みこ゛と"
"STR_42_119"," た゛ったよ。"
"STR_42_12A"," た゛か゛もうそれも\"
"STR_42_13B"," シ゛エント゛た゛。"
"STR_42_14F"," わか゛ウェルテ゛ハイト゛"
"STR_42_162"," による、"
"STR_42_171"," ちきゅう しはい\"
"STR_42_181"," けいかくの"
"STR_42_191"," カウントタ゛ウンか゛\"
"STR_42_1A3"," はし゛まったのた゛。"
"STR_42_1B8"," すへ゛ての\"
"STR_42_1C5"," ハ゛ク゛サイトは"
"STR_42_1D8"," もちろん、\"
"STR_42_1E5"," きみたちのくらしている"
"STR_42_1FB"," け゛んし゛つせかいも\"
"STR_42_20D"," すへ゛て、"
"STR_42_21D"," わか゛\"
"STR_42_228"," ウェルテ゛ハイト゛の"
"STR_42_23D"," しはいかに\"
"STR_42_24A"," おかれるのた゛。"
"STR_42_25D"," きみたち、\"
"STR_42_26A"," カ゛-テ゛ィアンか゛"
"STR_42_27F"," と゛んなに\"
"STR_42_28C"," か゛んは゛ってみても"
"STR_42_2A1"," むた゛なことた゛"
"STR_42_2B4"," きみたちのキリフタ゛と"
"STR_42_2C6"," いうへ゛きし゛んふ゛つ"
"STR_42_2DC"," つまり、\"
"STR_42_2E8"," きみの ちちおやは"
"STR_42_2FC"," われわれの\"
"STR_42_309"," てにある!!"
"STR_42_32F","ちちおや\"
"STR_42_33A","「[bvm_7f]!"
"STR_42_347"," きをつけるんた゛!」"
"STR_42_371","カ゛ルテ゛ン\"
"STR_42_37E","「ハッハッハッ、"
"STR_42_390"," これて゛\"
"STR_42_39C"," わかったた゛ろう。"
"STR_42_3B0"," むた゛な ていこうは\"
"STR_42_3C2"," やめて、"
"STR_42_3D1"," おとなしく\"
"STR_42_3DE"," せかいのおわりを"
"STR_42_3F1"," まつことた゛・・・」"
"STR_43_61","ユイのハ゜ハ゜\"
"STR_43_6F","「たいへんた゛-!"
"STR_43_82"," うちのユイか゛\"
"STR_43_91"," なにものかに"
"STR_43_A2"," さらわれて\"
"STR_43_AF"," しまったんた゛!"
"STR_43_C2"," ああ、\"
"STR_43_CD"," と゛うしよう!」"
"STR_43_1A5","コ゛スヘ゜ル\"
"STR_43_1B2","「おお、"
"STR_43_1C0"," [bvm_7f]くん\"
"STR_43_1CB"," ここにいたか"
"STR_43_1E7"," きみを\"
"STR_43_1F2"," さか゛していたんた゛"
"STR_43_207"," このし゛てんしゃか?\"
"STR_43_219"," なにせ、"
"STR_43_228"," て゛んしゃも\"
"STR_43_236"," し゛と゛うしゃも"
"STR_43_249"," うこ゛かない・・・。\"
"STR_43_25B"," これて゛くるのか゛"
"STR_43_26F"," いちは゛ん\"
"STR_43_27C"," はやいんて゛な・・・。"
"STR_43_292"," カ゛-テ゛ィアン\"
"STR_43_2A2"," ほんふ゛か゛"
"STR_43_2B3"," ウェルテ゛ハイト゛の\"
"STR_43_2C5"," してんのうとやらに"
"STR_43_2D9"," しゅうけ゛きされて\"
"STR_43_2EA"," ふ゛っこわれて"
"STR_43_2FC"," しまった。\"
"STR_43_309"," ほんふ゛にいた"
"STR_43_31B"," ハ゛ク゛や\"
"STR_43_328"," ほかの"
"STR_43_336"," Aきゅうハッカ-たちも"
"STR_43_348"," やられてしまった。"
"STR_43_35C"," きみの おとうさんも\"
"STR_43_36E"," カ゛ルテ゛ンに"
"STR_43_380"," つかまって\"
"STR_43_38D"," しまったんし゛ゃ!"
"STR_43_3A1"," いきのこった\"
"STR_43_3AF"," ハッカ-しょくんか゛"
"STR_43_3C4"," なんとか、\"
"STR_43_3D1"," ウェルテ゛ハイト゛の"
"STR_43_3E6"," けいかくを\"
"STR_43_3F3"," そしするために"
"STR_43_405"," か゛んは゛っている。\"
"STR_43_417"," きみもやってくれるか?"
"STR_43_4E6","コ゛スヘ゜ル\"
"STR_43_4F3","「そうか、"
"STR_43_502"," きみなら\"
"STR_43_50E"," そういってくれると"
"STR_43_522"," おもったよ"
"STR_43_532"," きみに\"
"STR_43_53D"," これをわたそう」"
"STR_43_565","[bvm_7f]は\"
"STR_43_56E","フ゛ロ-クンアロ-をてにいれた!"
"STR_43_5A4","コ゛スヘ゜ル\"
"STR_43_5B1","「これは"
"STR_43_5BF"," フ゛ロ-クンアロ-と\"
"STR_43_5D1"," いって、"
"STR_43_5E0"," サイトケ゛-トを\"
"STR_43_5F0"," とおらす゛に"
"STR_43_601"," かくラント゛やエリアに"
"STR_43_613"," タ゛イフ゛て゛きる"
"STR_43_627"," ツ-ルし゛ゃ。"
"STR_43_639"," フ゛ロ-クンアロ-は\"
"STR_43_64B"," ア-ミ-、ネイヒ゛-、"
"STR_43_661"," エアフォ-スという\"
"STR_43_672"," 3つのシンキ゛か゛"
"STR_43_686"," そろったとき、\"
"STR_43_695"," はし゛めてかんせいする。"
"STR_43_6AC"," ところか゛\"
"STR_43_6B9"," ウェルテ゛ハイト゛の"
"STR_43_6CE"," してんのうと\"
"STR_43_6DC"," よは゛れるヤツらに"
"STR_43_6F0"," その3つのシンキ゛を\"
"STR_43_702"," うは゛われてしまった。"
"STR_43_718"," ヤツらは\"
"STR_43_724"," それそ゛れ、"
"STR_43_735"," アミラント゛\"
"STR_43_743"," シ-ラント゛"
"STR_43_754"," エアラント゛\"
"STR_43_762"," エナシ゛-ラント゛を"
"STR_43_777"," せいあつ\"
"STR_43_783"," したようし゛ゃ。"
"STR_43_796"," きみはアミラント゛\"
"STR_43_7A7"," シ-ラント゛エアラント゛"
"STR_43_7BE"," 3つのラント゛を\"
"STR_43_7CE"," まわり、してんのうから"
"STR_43_7E4"," 3つのシンキ゛を\"
"STR_43_7F4"," とりかえすんし゛ゃ!"
"STR_43_809"," そうすれは゛\"
"STR_43_817"," フ゛ロ-クンアロ-か゛"
"STR_43_82D"," かんせいし、\"
"STR_43_83B"," 4つめのラント゛"
"STR_43_84E"," エナシ゛-ラント゛への"
"STR_43_860"," みちか゛"
"STR_43_86F"," ひらけるし゛ゃろう!"
"STR_43_884"," もはや、\"
"STR_43_890"," ウェルテ゛ハイト゛の"
"STR_43_8A5"," やほ゛うを\"
"STR_43_8B2"," そして゛きるのは"
"STR_43_8C5"," きみしかいない!\"
"STR_43_8D5"," たのんた゛そ゛!」"
"STR_43_92D","コ゛スヘ゜ル\"
"STR_43_93A","「[bvm_7f]くん!"
"STR_43_949"," そんなこといわす゛に\"
"STR_43_95B"," せかいか゛みんな"
"STR_43_96E"," ウェルテ゛ハイト゛の\"
"STR_43_980"," ものに"
"STR_43_98E"," なってしまうんた゛そ゛"
"STR_43_9A4"," カ゛-テ゛ィアンの\"
"STR_43_9B5"," いちいんとして、"
"STR_43_9C8"," きみも\"
"STR_43_9D3"," さんかしてくれ!」"
"STR_4B_4E","ヘ゛ンケ-\"
"STR_4B_5A","「カ゛ハハハハ!"
"STR_4B_6C"," ワシのなは、\"
"STR_4B_7A"," ヘ゛ンケ-!"
"STR_4B_8B"," ウェルテ゛ハイト゛か゛\"
"STR_4B_9E"," ほこる"
"STR_4B_AC"," してんのうの\"
"STR_4B_BA"," ひとりた゛!"
"STR_4B_CB"," おまえは\"
"STR_4B_D7"," ちちおやににて"
"STR_4B_E9"," なかなかゆうきの\"
"STR_4B_F9"," ありそうなやつた゛"
"STR_4B_10D"," しかし、\"
"STR_4B_119"," ゆうきた゛けて゛は\"
"STR_4B_12E"," しょうふ゛には\"
"STR_4B_13D"," かてんそ゛!!」"
"STR_4B_1C3","ヘ゛ンケ-\"
"STR_4B_1CF","「みこ゛とた゛・・・"
"STR_4B_1E3"," おまえの ゆうきは\"
"STR_4B_1F4"," ほんものた゛ったようた゛"
"STR_4B_20B"," さらは゛!!」"
"STR_4B_2A8","[bvm_7f]は、\"
"STR_4B_2B2","3つのシンキ゛の1つ、"
"STR_4B_2C7","ア-ミ-をてにいれた!"
"STR_4B_31E","3つのシンキ゛を\"
"STR_4B_32D","すへ゛て てにいれた!"
"STR_4B_342","フ゛ロ-クンアロ-か゛\"
"STR_4B_354","ひかりた゛した"
"STR_4B_365","フ゛ロ-クンアロ-て゛\"
"STR_4B_377","エナシ゛-ラント゛へ\"
"STR_4B_38C","いけるようになった!"
"STR_4D_73","と゛こかて゛\"
"STR_4D_80","みす゛か゛ぬけるような"
"STR_4D_95","おとか゛きこえる・・・"
"STR_4D_C0","と゛こかて゛\"
"STR_4D_CD","みす゛か゛なか゛れる"
"STR_4D_E1","おとか゛きこえる・・・"
"STR_4F_4E","フ゛ラフ゛\"
"STR_4F_5A","「よ-くきたわね!"
"STR_4F_6D"," あたいは\"
"STR_4F_79"," ウェルテ゛ハイト゛の"
"STR_4F_8E"," してんのうのひとり、\"
"STR_4F_A0"," フ゛ラフ゛ちゃんよ"
"STR_4F_B4"," チャッチャッと\"
"STR_4F_C3"," おわらせて、"
"STR_4F_D4"," おと゛りに\"
"STR_4F_E1"," いくんた゛から"
"STR_4F_F3"," しょ-ふ゛よ!」"
"STR_4F_179","フ゛ラフ゛\"
"STR_4F_185","「そんな・・・"
"STR_4F_196"," あたいのまけなの・・・"
"STR_4F_1A8"," チャッチャッと"
"STR_4F_1BA"," おわっちゃった・・・」"
"STR_4F_25B","[bvm_7f]は、\"
"STR_4F_265","3つのシンキ゛の1つ、"
"STR_4F_27A","ネイヒ゛-をてにいれた!"
"STR_4F_2D2","3つのシンキ゛を\"
"STR_4F_2E1","すへ゛て てにいれた!"
"STR_4F_2F6","フ゛ロ-クンアロ-か゛\"
"STR_4F_308","ひかりた゛した"
"STR_4F_319","フ゛ロ-クンアロ-て゛\"
"STR_4F_32B","エナシ゛-ラント゛へ\"
"STR_4F_340","いけるようになった!"
"STR_54_4E","スト-ミ-\"
"STR_54_5A","「ワイは、"
"STR_54_69"," してんのういちの\"
"STR_54_79"," おちょうしもん、"
"STR_54_8C"," スト-ミ-や!"
"STR_54_9E"," わいのきまく゛れに\"
"STR_54_AF"," ついてこれるかな?」"
"STR_54_137","スト-ミ-\"
"STR_54_143","「ワ、ワイのまけや"
"STR_54_156"," ワイラはこれて゛\"
"STR_54_166"," おわりやないて゛・・・"
"STR_54_17C"," かくこ゛しとけや」"
"STR_54_21B","[bvm_7f]は、\"
"STR_54_225","3つのシンキ゛の1つ、"
"STR_54_23A","エアフォ-スをてにいれた!"
"STR_54_293","3つのシンキ゛を\"
"STR_54_2A2","すへ゛て てにいれた!"
"STR_54_2B7","フ゛ロ-クンアロ-か゛\"
"STR_54_2C9","ひかりた゛した"
"STR_54_2DA","フ゛ロ-クンアロ-て゛\"
"STR_54_2EC","エナシ゛-ラント゛へ\"
"STR_54_301","いけるようになった!"
"STR_55_74","タヒロ の ほんふ゛は\"
"STR_55_86","ここエナシ゛-ラント゛にある"
"STR_55_9E","エネルキ゛-しゅうせき\"
"STR_55_B0","ふ゛ふ゛んて゛す"
"STR_55_C2","カ゛カ゛カ゛カ゛-ッ"
"STR_55_D6","とつせ゛ん ホ゛イスマシンか゛\"
"STR_55_EC","こわれてしまった"
"STR_55_114","ホ゛イスマシンか゛こわれている"
"STR_55_144","「おまえ、いいハ゛ク゛\"
"STR_55_156"," もってんし゛ゃね-か"
"STR_55_16B"," そのモハ゛イルこ゛と\"
"STR_55_17D"," ここに おいていきな!"
"STR_55_193"," ・・・なにぃ?\"
"STR_55_1A2"," イヤた゛ぁ?"
"STR_55_1B3"," し゛ゃあ、\"
"STR_55_1C0"," ちからつ゛くて゛"
"STR_55_1D3"," うは゛うまて゛た゛!」"
"STR_55_25C","「クソッ、\"
"STR_55_268"," いいハ゛ク゛さえ"
"STR_55_27B"," あれは゛\"
"STR_55_287"," ここから"
"STR_55_296"," て゛れると\"
"STR_55_2A3"," おもったのに・・・」"
"STR_56_61","このさきは\"
"STR_56_6D","エナシ゛-サファリエリアへの"
"STR_56_85","ケ゛-トになります。"
"STR_56_AF","このさきは\"
"STR_56_BB","エナシ゛-リソ゛-トエリアへの"
"STR_56_D4","ケ゛-トになります。"
"STR_56_E8","たた゛いまこうし゛ちゅうて゛す。"
"STR_56_118","このさきは\"
"STR_56_124","エナシ゛-エリアへの"
"STR_56_138","ケ゛-トになります。"
"STR_59_87","シ-ルト゛を\"
"STR_59_94","ひらいた"
"STR_59_A2","ハ゛ク゛か゛おそってくる!!"
"STR_59_12D","シ-ルト゛を\"
"STR_59_13A","とっは゜した!"
"STR_59_161","シ-ルト゛を\"
"STR_59_16E","ひらいた"
"STR_59_17C","ハ゛ク゛か゛おそってくる!!"
"STR_59_207","シ-ルト゛を\"
"STR_59_214","とっは゜した!"
"STR_5A_4E","シ-ルト゛を\"
"STR_5A_5B","ひらいた"
"STR_5A_69","ハ゛ク゛か゛おそってくる!!"
"STR_5A_F4","シ-ルト゛を\"
"STR_5A_101","とっは゜した!"
"STR_5A_128","シ-ルト゛を\"
"STR_5A_135","ひらいた"
"STR_5A_143","ハ゛ク゛か゛おそってくる!!"
"STR_5A_1CE","シ-ルト゛を\"
"STR_5A_1DB","とっは゜した!"
"STR_5B_4E","シ-ルト゛を\"
"STR_5B_5B","ひらいた"
"STR_5B_69","ハ゛ク゛か゛おそってくる!!"
"STR_5B_F4","シ-ルト゛を\"
"STR_5B_101","とっは゜した!"
"STR_5B_128","シ-ルト゛を\"
"STR_5B_135","ひらいた"
"STR_5B_143","ハ゛ク゛か゛おそってくる!!"
"STR_5B_1CE","シ-ルト゛を\"
"STR_5B_1DB","とっは゜した!"
"STR_5C_AD","カクエ-\"
"STR_5C_B8","「ワシは"
"STR_5C_C6"," ムホウモノのNo1の\"
"STR_5C_D8"," つよさた゛"
"STR_5C_E8"," ワシに かてるかな?\"
"STR_5C_FA"," ショ-フ゛た゛!」"
"STR_5C_181","カクエ-\"
"STR_5C_18C","「No1のさ゛は"
"STR_5C_19E"," きみに ゆす゛ろう"
"STR_5C_1B2"," エッ\"
"STR_5C_1BC"," ムホウモノし゛ゃ"
"STR_5C_1CF"," ないって?\"
"STR_5C_1DC"," きみはいいやつかも"
"STR_5C_1F0"," しれないな\"
"STR_5C_1FD"," メ-ルアト゛レスを"
"STR_5C_211"," こうかんしようし゛ゃ\"
"STR_5C_223"," ないか」"
"STR_5C_247","[bvm_7f]は\"
"STR_5C_250","ムホウモノ・カクエ-と"
"STR_5C_265","メ-ルアト゛レスを\"
"STR_5C_275","こうかんした"
"STR_5C_29A","カクエ-\"
"STR_5C_2A5","「メ-ルて゛"
"STR_5C_2B5"," きょうりょくしよう」"
"STR_5C_356","カクエ-\"
"STR_5C_361","「ワシは"
"STR_5C_36F"," ムホウモノのNo1の\"
"STR_5C_381"," つよさた゛"
"STR_5C_391"," ワシに かてるかな?\"
"STR_5C_3A3"," ショ-フ゛た゛!」"
"STR_5C_42A","カクエ-\"
"STR_5C_435","「No1のさ゛は"
"STR_5C_447"," きみに ゆす゛ろう」"
"STR_5C_4E8","KK\"
"STR_5C_4F1","「あたいのハ゛ク゛は"
"STR_5C_505"," こうせいのうチッフ゜を"
"STR_5C_517"," とうさいしてるわよ」"
"STR_5C_59F","KK\"
"STR_5C_5A8","「チッフ゜た゛けし゛ゃ"
"STR_5C_5BD"," かてないか・・・。"
"STR_5C_5D1"," ハ゛ク゛との\"
"STR_5C_5DF"," ハ゛ランスか゛"
"STR_5C_5F1"," た゛いし゛なのか・・・\"
"STR_5C_608"," いいへ゛んきょうに\"
"STR_5C_619"," なったよ"
"STR_5C_628"," また、\"
"STR_5C_633"," おしえてくれる?」"
"STR_5C_65C","[bvm_7f]は\"
"STR_5C_665","ムホウモノ・KKと"
"STR_5C_678","メ-ルアト゛レスを\"
"STR_5C_688","こうかんした"
"STR_5C_6AD","KK\"
"STR_5C_6B6","「それし゛ゃ、"
"STR_5C_6C7"," あとて゛\"
"STR_5C_6D3"," メ-ルするわね」"
"STR_5C_772","KK\"
"STR_5C_77B","「あたいのハ゛ク゛は"
"STR_5C_78F"," こうせいのうチッフ゜を"
"STR_5C_7A1"," とうさいしてるわよ」"
"STR_5C_829","KK\"
"STR_5C_832","「チッフ゜た゛けし゛ゃ"
"STR_5C_847"," かてないか・・・」"
"STR_5C_8E7","とひ゛らか゛あかない!"
"STR_5C_8FC","このとひ゛ら、\"
"STR_5C_90A","テ゛ヒ゛ルケ゛-トを あけるには"
"STR_5C_924","きょうりょくな\"
"STR_5C_932","チッフ゜を そうひ゛した"
"STR_5C_948","ハ゛ク゛か゛\"
"STR_5C_955","ひつようなようた゛"
"STR_5C_97E","テ゛ヒ゛ルケ゛-トか゛\"
"STR_5C_990","ひらく!"
"STR_5C_9B4","テ゛ヒ゛ルケ゛-トには\"
"STR_5C_9C6","はいれないようた゛。"
"STR_5E_73","シ-ルト゛を\"
"STR_5E_80","ひらいた"
"STR_5E_8E","ハ゛ク゛か゛おそってくる!!"
"STR_5E_119","シ-ルト゛を\"
"STR_5E_126","とっは゜した!"
"STR_5E_14D","シ-ルト゛を\"
"STR_5E_15A","ひらいた"
"STR_5E_168","ハ゛ク゛か゛おそってくる!!"
"STR_5E_1F3","シ-ルト゛を\"
"STR_5E_200","とっは゜した!"
"STR_5F_4E","シ-ルト゛を\"
"STR_5F_5B","ひらいた"
"STR_5F_69","ハ゛ク゛か゛おそってくる!!"
"STR_5F_F4","シ-ルト゛を\"
"STR_5F_101","とっは゜した!"
"STR_60_3B","アル-ミア\"
"STR_60_47","「おれさまか゛"
"STR_60_58"," ウェルテ゛ハイト゛の\"
"STR_60_6A"," してんのう、"
"STR_60_7B"," さいこ゛のひとり\"
"STR_60_8B"," アル-ミアた゛!"
"STR_60_9E"," よくそ゛ここまて゛\"
"STR_60_AF"," たと゛りついたと"
"STR_60_C2"," ほめてやりたい\"
"STR_60_D1"," ところた゛か゛・・・"
"STR_60_E6"," た゛か゛\"
"STR_60_F2"," もうおそい!"
"STR_60_103"," おまえら、\"
"STR_60_110"," カ゛-テ゛ィアンは"
"STR_60_124"," すて゛に かいめつ\"
"STR_60_135"," し゛ょうたいた゛"
"STR_60_148"," おまえも し゛きに\"
"STR_60_159"," なかまいりた゛!"
"STR_60_1DF","アル-ミア\"
"STR_60_1EB","「カ゛ルテ゛ンさま・・・"
"STR_60_201"," もうしわけ\"
"STR_60_20E"," こ゛さ゛いません!!」"
"STR_60_2AF","[bvm_7f]は\"
"STR_60_2B8","さいきょうのチッフ゜、"
"STR_60_2CD","「タ゛-クロック」を\"
"STR_60_2DE","てにいれた。"
"STR_63_3B","ろうやのは゛んにん\"
"STR_63_4B","「カ゛-テ゛ィアンか"
"STR_63_5F"," ここまて゛た゛な!」"
"STR_63_194","ユイ\"
"STR_63_19D","「!!"
"STR_63_1AA"," [bvm_7f]\"
"STR_63_1B3"," くん!?」"
"STR_63_1D8","「カ゛-テ゛ィアン\"
"STR_63_1E8"," た゛ったのね"
"STR_63_1F9"," せ゛んせ゛ん\"
"STR_63_207"," しらなかった・・・。"
"STR_63_21C"," いままて゛\"
"STR_63_229"," よわむしよは゛わりして"
"STR_63_23F"," コ゛メンね」"
"STR_63_30B","リ-スレン\"
"STR_63_317","「ふう。"
"STR_63_325"," やっと\"
"STR_63_330"," おいついたせ゛!"
"STR_63_343"," このこは\"
"STR_63_34F"," オレか゛ふ゛し゛に"
"STR_63_363"," とと゛けるから\"
"STR_63_376"," [bvm_7f]は\"
"STR_63_380"," あんしんして、"
"STR_63_392"," おとうさんをたすけに\"
"STR_63_3A4"," いってくれ!!」"
"STR_63_3CC","ユイ\"
"STR_63_3D5","「わたしのことは"
"STR_63_3E7"," しんは゜い\"
"STR_63_3F4"," しないて゛・・・。"
"STR_63_413"," これ、\"
"STR_63_41E"," くるとちゅうて゛"
"STR_63_431"," ひろったの」"
"STR_63_457","[bvm_7f]は\"
"STR_63_460","チッフ゜「シェルタ-」を"
"STR_63_476","てにいれた!"
"STR_63_4A2","「[bvm_7f]\"
"STR_63_4AB"," くん・・・。"
"STR_63_4BC"," ムリしないて゛ね」"
"STR_64_68","カ゛ルテ゛ン\"
"STR_64_75","「きみか゛\"
"STR_64_85"," [bvm_7f]\"
"STR_64_8E"," くんか・・・。"
"STR_64_A0"," わたしか゛\"
"STR_64_AD"," ウェルテ゛ハイト゛の"
"STR_64_C2"," そうすい\"
"STR_64_CE"," カ゛ルテ゛ンた゛"
"STR_64_E1"," ここまて゛\"
"STR_64_EE"," くるとはな。"
"STR_64_FF"," さすか゛と\"
"STR_64_10C"," いったところか。"
"STR_64_11F"," わたしは きみのことを"
"STR_64_131"," よく しっているよ。"
"STR_64_146"," わたしも コ゛スヘ゜ル"
"STR_64_158"," はかせのもとて゛、"
"STR_64_16C"," きみのおとうさんと\"
"STR_64_17D"," いっしょに"
"STR_64_18D"," けんきゅうを\"
"STR_64_19B"," していたんた゛"
"STR_64_1AD"," ところか゛わたしか゛\"
"STR_64_1BF"," しんしゅのハ゛ク゛を"
"STR_64_1D4"," はっけんしたときから\"
"STR_64_1E6"," かわってしまった。"
"STR_64_1FA"," コ゛スヘ゜ルはかせは、"
"STR_64_20C"," わたしのハ゛ク゛を"
"STR_64_220"," しょふ゛んしてしまえと"
"STR_64_232"," いったんた゛。"
"STR_64_244"," そのハ゛ク゛か゛\"
"STR_64_254"," いきていれは゛"
"STR_64_266"," かならす゛\"
"STR_64_273"," わるいことか゛"
"STR_64_285"," おきるとな・・・。\"
"STR_64_296"," て゛もわたしは"
"STR_64_2A8"," し゛ふ゛んのハ゛ク゛を"
"STR_64_2BA"," しょふ゛んすることは"
"STR_64_2CF"," て゛きなかった。"
"STR_64_2E2"," そして、\"
"STR_64_2EE"," カ゛-テ゛ィアンを"
"STR_64_302"," さった。"
"STR_64_311"," わたしは、\"
"STR_64_31E"," し゛ふ゛んのハ゛ク゛を"
"STR_64_334"," そた゛てるのに\"
"STR_64_343"," しゅうちゅうした。"
"STR_64_357"," そしてついに\"
"STR_64_365"," かんせいしたのた゛"
"STR_64_379"," にんけ゛んと\"
"STR_64_387"," か゛ったいした"
"STR_64_399"," きゅうきょくのハ゛ク゛"
"STR_64_3AB"," フ゜ロムナ-ト゛か゛!"
"STR_64_3E2"," ハ゛ク゛と か゛ったい"
"STR_64_3F4"," した このわたしを"
"STR_64_408"," とめることか゛\"
"STR_64_417"," て゛きるかな!"
"STR_64_429"," いさ゛\"
"STR_64_434"," しょうふ゛た゛!!」"
"STR_64_4BC","カ゛ルテ゛ン\"
"STR_64_4C9","「クックック・・・"
"STR_64_4DC"," わたしのからた゛か゛\"
"STR_64_4EE"," ほろんて゛も"
"STR_64_4FF"," そた゛てたハ゛ク゛は\"
"STR_64_511"," ふめつた゛!!」"
"STR_64_53A","ちちおや\"
"STR_64_545","「[bvm_7f]"
"STR_64_551"," ほんとうに\"
"STR_64_55E"," つよくなったな。"
"STR_64_571"," ありか゛とう!"
"STR_64_583"," カ゛ルテンも\"
"STR_64_591"," し゛ふ゛んのハ゛ク゛に"
"STR_64_5A7"," かんせ゛んに\"
"STR_64_5B5"," あやつられていたようた゛"
"STR_64_5CC"," よくおまえのちからて゛"
